TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	5	High	0	648.7423
2	1	5	High	1	532.1645
3	1	5	High	1	432.2408
4	1	5	High	1	415.5868
5	1	5	High	1	465.5487
6	1	5	High	1	382.2789
7	1	5	High	0	448.8947
8	1	5	Low	0	548.8185
9	1	5	High	1	582.1264
10	1	5	High	1	415.5868
11	1	5	High	0	448.8947
12	1	5	High	1	615.4343
13	1	5	High	1	598.7804
14	1	5	High	0	682.0502
15	1	5	High	1	665.3962
16	1	5	High	0	482.2026
17	1	5	High	0	548.8185
18	1	5	High	1	565.4725
19	1	5	High	1	632.0883
20	1	5	Low	1	398.9328
21	1	5	Low	1	448.8947
22	1	5	High	0	382.2789
23	1	5	High	1	382.2789
24	1	5	High	1	415.5868
25	1	5	High	0	348.9709
26	1	5	Low	0	432.2408
27	1	5	High	1	415.5868
28	1	5	Low	0	465.5487
29	1	5	Low	0	465.5487
30	1	5	Low	1	448.8947
31	1	5	High	1	432.2408
32	1	5	High	0	382.2789
33	1	5	High	1	382.2789
34	1	5	High	1	532.1645
35	1	5	High	0	465.5487
36	1	5	High	1	432.2408
37	1	5	High	1	415.5868
38	1	5	Low	1	482.2026
39	1	5	High	0	448.8947
40	1	5	High	1	781.974
41	2	6	Low	1	931.8596
42	2	6	Low	1	448.8947
43	2	6	Low	1	632.0883
44	2	6	High	1	598.7804
45	2	6	Low	0	682.0502
46	2	6	High	1	515.5106
47	2	6	Low	1	732.0121
48	2	6	High	1	415.5868
49	2	6	High	0	382.2789
50	2	6	High	1	448.8947
51	2	6	Low	1	515.5106
52	2	6	Low	1	432.2408
53	2	6	Low	0	448.8947
54	2	6	Low	1	515.5106
55	2	6	Low	1	532.1645
56	2	6	Low	1	448.8947
57	2	6	High	1	498.8566
58	2	6	Low	0	665.3962
59	2	6	Low	0	498.8566
60	2	6	Low	0	582.1264
61	2	6	High	1	765.32
62	2	6	High	1	831.9359
63	2	6	High	1	498.8566
64	2	6	High	1	415.5868
65	2	6	High	1	498.8566
66	2	6	High	1	432.2408
67	2	6	High	1	465.5487
