TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	6	n/a	0	NaN
1	1	6	n/a	0	NaN
2	1	6	n/a	0	NaN
2	1	6	n/a	0	NaN
3	1	6	n/a	0	NaN
3	1	6	n/a	0	NaN
4	1	6	Low	0	432.1024
5	1	6	Low	1	1181.4584
6	1	6	High	1	1064.8919
7	1	6	High	1	548.6689
8	1	6	Low	0	731.8448
9	1	6	Low	0	365.493
10	1	6	High	1	365.493
11	1	6	Low	0	315.536
12	1	6	High	1	315.536
13	1	6	Low	0	282.2312
14	1	6	High	0	265.5789
15	1	6	High	1	465.4071
16	1	6	Low	0	765.1495
17	1	6	High	1	365.493
18	1	6	Low	1	365.493
19	1	6	High	1	1031.5872
20	1	6	Low	0	731.8448
21	1	6	High	1	432.1024
22	1	6	High	1	1164.806
23	1	6	Low	0	398.7977
24	1	6	Low	0	298.8836
25	1	6	High	1	415.4501
26	1	6	High	0	398.7977
27	1	6	High	0	532.0166
28	1	6	Low	0	482.0595
29	1	6	High	1	665.2354
30	1	6	High	1	815.1066
31	1	6	Low	1	981.6301
32	1	6	n/a	0	NaN
32	1	6	n/a	0	NaN
33	1	6	Low	1	998.2825
34	1	6	n/a	0	NaN
34	1	6	n/a	0	NaN
35	1	6	High	1	298.8836
36	1	6	Low	1	1131.5013
37	1	6	n/a	0	NaN
37	1	6	n/a	0	NaN
38	1	6	Low	1	765.1495
39	1	6	n/a	0	NaN
39	1	6	n/a	0	NaN
40	1	6	Low	0	315.536
41	2	7	n/a	0	NaN
41	2	7	n/a	0	NaN
42	2	7	Low	0	648.583
43	2	7	Low	0	981.6301
44	2	7	High	1	1397.939
45	2	7	Low	1	964.9778
46	2	7	High	1	981.6301
47	2	7	Low	1	1181.4584
48	2	7	High	1	848.4113
49	2	7	High	0	1414.5913
50	2	7	n/a	0	NaN
50	2	7	n/a	0	NaN
51	2	7	High	1	498.7118
52	2	7	n/a	0	NaN
52	2	7	n/a	0	NaN
53	2	7	High	0	498.7118
54	2	7	Low	0	498.7118
55	2	7	High	1	631.9307
56	2	7	High	0	798.4542
57	2	7	High	0	1281.3725
58	2	7	Low	1	532.0166
59	2	7	High	1	1031.5872
60	2	7	n/a	0	NaN
61	2	7	n/a	0	NaN
61	2	7	n/a	0	NaN
62	2	7	Low	0	515.3642
63	2	7	High	0	781.8019
64	2	7	Low	0	748.4972
65	2	7	High	0	1164.806
66	2	7	High	1	332.1883
67	2	7	High	0	1048.2395
68	2	7	Low	1	482.0595
69	2	7	Low	0	665.2354
70	2	7	High	1	482.0595
71	2	7	n/a	0	NaN
71	2	7	n/a	0	NaN
72	2	7	High	0	532.0166
73	2	7	Low	0	1397.939
74	2	7	High	1	365.493
75	2	7	n/a	0	NaN
75	2	7	n/a	0	NaN
76	2	7	High	1	898.3683
77	2	7	High	1	581.9736
78	2	7	High	1	432.1024
79	2	7	High	1	615.2783
80	2	7	High	1	465.4071
81	3	8	n/a	0	NaN
81	3	8	n/a	0	NaN
82	3	8	High	1	315.536
83	3	8	High	1	365.493
84	3	8	High	1	315.536
85	3	8	High	1	1264.7201
86	3	8	Low	0	1231.4154
87	3	8	n/a	0	NaN
87	3	8	n/a	0	NaN
88	3	8	High	1	698.5401
89	3	8	High	1	398.7977
90	3	8	High	1	382.1454
91	3	8	High	1	1131.5013
92	3	8	High	1	781.8019
93	3	8	High	1	998.2825
94	3	8	High	1	448.7548
95	3	8	n/a	0	NaN
95	3	8	n/a	0	NaN
96	3	8	High	1	1031.5872
97	3	8	High	1	498.7118
98	3	8	High	1	565.3213
99	3	8	High	1	665.2354
100	3	8	High	0	532.0166
101	3	8	High	1	665.2354
102	3	8	High	1	448.7548
103	3	8	High	1	398.7977
104	3	8	High	1	1347.9819
105	3	8	High	1	948.3254
106	3	8	High	1	1231.4154
107	3	8	High	1	631.9307
108	3	8	High	1	398.7977
109	3	8	High	1	432.1024
110	3	8	High	1	565.3213
111	3	8	High	0	748.4972
112	3	8	Low	1	748.4972
113	3	8	Low	0	348.8407
114	3	8	High	0	781.8019
115	3	8	Low	0	848.4113
116	3	8	n/a	0	NaN
116	3	8	n/a	0	NaN
117	3	8	High	0	232.2742
118	3	8	Low	1	1031.5872
119	3	8	High	1	1164.806
120	3	8	High	1	548.6689
121	4	1	n/a	0	NaN
121	4	1	n/a	0	NaN
122	4	1	High	1	781.8019
123	4	1	High	1	348.8407
124	4	1	High	1	415.4501
125	4	1	High	1	448.7548
126	4	1	High	1	1397.939
127	4	1	High	1	648.583
128	4	1	High	1	432.1024
129	4	1	High	1	465.4071
130	4	1	High	1	398.7977
131	4	1	High	0	815.1066
